candidate_id,rank,score,reasoning
CAND_0096142,73,0.09093,"Currently Applied ML Engineer at upGrad (5.0 yrs exp). Career descriptions reference a/b test, embedding, ranking — direct signal for this role. Declared advanced skills: LoRA, Weaviate, Pinecone, Python. Verified assessment: LoRA scored 92/100 on platform. Located in Hyderabad, Telangana — within preferred geography. Candidate has active open-to-work signal. Long notice period (120d) may be a logistical blocker. No strong disqualifiers identified; recommend recruiter screen to verify depth."
CAND_0071115,74,0.089432,"Profile shows 16.5 years of experience as Recommendation Systems Engineer at Meta. Skill profile highlights Weaviate, BM25, Computer Vision, scikit-learn at advanced or expert level. Platform assessment score for Weaviate: 85/100. Ahmedabad, Gujarat location is outside target geography. Open-to-work flag is set. Notice period of 90 days exceeds the 30-day buyout threshold. Skill claims (Weaviate, BM25) lack supporting evidence in work history."
CAND_0012957,75,0.088567,"Search Engineer at Razorpay with 4.9 years of experience. Production evidence for a/b test, embedding, ranking found in career narrative. Advanced-proficiency skills include RAG, PEFT, LangChain, Deep Learning. Skill assessment on record — LangChain: 86. Based in Chennai, Tamil Nadu, which is outside the preferred hiring zone. Not currently flagged as open to work. 120-day notice is above the preferred ceiling. No strong disqualifiers identified; recommend recruiter screen to verify depth."
CAND_0079284,76,0.088132,"Currently Machine Learning Engineer at Google (4.9 yrs exp). Career descriptions reference a/b test, embedding, ranking — direct signal for this role. Declared advanced skills: Recommendation Systems, scikit-learn, QLoRA, LlamaIndex. Verified assessment: scikit-learn scored 84/100 on platform. Located in Hyderabad, Telangana — within preferred geography. Open-to-work flag is not set. 30-day notice; fits the sub-30-day preference or buyout ceiling."
CAND_0015578,77,0.086683,"5.4-year career, most recently as AI Engineer at Zoho. Explicit mentions of embedding, pinecone in work history align with JD requirements. Skill profile highlights Diffusion Models, Embeddings, NLP, Speech Recognition at advanced or expert level. Platform assessment score for Diffusion Models: 80/100. Delhi, Delhi location matches target cities. Open-to-work flag is set. Notice period of 90 days exceeds the 30-day buyout threshold. Profile inactive for approximately 3 months."
CAND_0025640,78,0.083936,"AI Research Engineer at HCL with 5.6 years of experience. Production evidence for ranking, recommendation found in career narrative. Advanced-proficiency skills include Semantic Search, FAISS, Recommendation Systems, Elasticsearch. Skill assessment on record — FAISS: 75. Based in Jaipur, Rajasthan, which is outside the preferred hiring zone. Profile marked open-to-work. Notice period: 30 days, manageable. No strong disqualifiers identified; recommend recruiter screen to verify depth."
CAND_0018549,79,0.077206,"Currently Recommendation Systems Engineer at Uber (6.8 yrs exp). Career descriptions reference a/b test, embedding, ranking — direct signal for this role. Declared advanced skills: Weaviate, Elasticsearch, LangChain, Qdrant. Verified assessment: Elasticsearch scored 90/100 on platform. Located in Coimbatore, Tamil Nadu — outside preferred India cities; relocation unclear. Candidate has active open-to-work signal. Long notice period (60d) may be a logistical blocker."
CAND_0009024,80,0.074926,"5.2-year career, most recently as Search Engineer at Google. Explicit mentions of a/b test, embedding, ranking in work history align with JD requirements. Skill profile highlights YOLO, Qdrant, PEFT, FAISS at advanced or expert level. Platform assessment score for PEFT: 90/100. Chennai, Tamil Nadu location is outside target geography. Open-to-work flag is set. 30-day notice period — within buyout window. No strong disqualifiers identified; recommend recruiter screen to verify depth."
CAND_0030348,81,0.072509,"Machine Learning Engineer at BYJU'S with 4.5 years of experience. Production evidence for a/b test, elasticsearch, embedding found in career narrative. Advanced-proficiency skills include LlamaIndex, Deep Learning, TTS, MLOps. Skill assessment on record — LlamaIndex: 87. Based in Noida, Uttar Pradesh, consistent with role geography. Profile marked open-to-work. 45-day notice is above the preferred ceiling. Activity gap of ~3 months; outreach may be slow."
CAND_0046313,82,0.071116,"Currently Senior Software Engineer (ML) at Flipkart (5.8 yrs exp). Declared advanced skills: Fine-tuning LLMs, CNN, LangChain, pgvector. Verified assessment: Fine-tuning LLMs scored 85/100 on platform. Located in San Francisco, USA — outside preferred India cities; relocation unclear. Candidate has active open-to-work signal. Long notice period (60d) may be a logistical blocker. Last active 3 months ago — engagement risk."
CAND_0094056,83,0.067327,"5.9-year career, most recently as NLP Engineer at Rephrase.ai. Explicit mentions of elasticsearch, faiss, retrieval in work history align with JD requirements. Skill profile highlights MLflow, Pinecone, Milvus, Data Science at advanced or expert level. Chennai, Tamil Nadu location is outside target geography. No active open-to-work signal on profile. Notice period of 120 days exceeds the 30-day buyout threshold. No strong disqualifiers identified; recommend recruiter screen to verify depth."
CAND_0030827,84,0.066992,"Senior Data Scientist at Freshworks with 5.4 years of experience. Production evidence for elasticsearch, faiss, ranking found in career narrative. Advanced-proficiency skills include Hugging Face Transformers, NLP, Recommendation Systems, FAISS. Based in Singapore, Singapore, which is outside the preferred hiring zone. Profile marked open-to-work. 120-day notice is above the preferred ceiling. No strong disqualifiers identified; recommend recruiter screen to verify depth."
CAND_0064904,85,0.065347,"Currently AI Engineer at LinkedIn (4.9 yrs exp). Career descriptions reference a/b test, embedding, ranking — direct signal for this role. Declared advanced skills: Embeddings, Hugging Face Transformers, Elasticsearch, Forecasting. Verified assessment: Forecasting scored 82/100 on platform. Located in Hyderabad, Telangana — within preferred geography. Candidate has active open-to-work signal. Long notice period (90d) may be a logistical blocker. Last active 3 months ago — engagement risk."
CAND_0008295,86,0.061778,"6.5-year career, most recently as AI Research Engineer at Razorpay. Skill profile highlights BM25, Python, TTS, BentoML at advanced or expert level. Platform assessment score for BM25: 59/100. Pune, Maharashtra location matches target cities. Open-to-work flag is set. Notice period of 45 days exceeds the 30-day buyout threshold. Skill claims (BM25, Python) lack supporting evidence in work history."
CAND_0001930,87,0.060948,"Senior Software Engineer (ML) at Dream11 with 6.9 years of experience. Production evidence for ranking, recommendation found in career narrative. Advanced-proficiency skills include Statistical Modeling, BentoML, Milvus, CNN. Skill assessment on record — Milvus: 82. Based in Kolkata, West Bengal, which is outside the preferred hiring zone. Profile marked open-to-work. 120-day notice is above the preferred ceiling. Activity gap of ~3 months; outreach may be slow."
CAND_0051003,88,0.06024,"Currently Senior Software Engineer (ML) at Genpact AI (4.0 yrs exp). Declared advanced skills: QLoRA, TTS, Time Series, Semantic Search. Verified assessment: QLoRA scored 76/100 on platform. Located in London, UK — outside preferred India cities; relocation unclear. Candidate has active open-to-work signal. Long notice period (60d) may be a logistical blocker. Last active 3 months ago — engagement risk."
CAND_0020877,89,0.059345,"5.1-year career, most recently as Applied ML Engineer at CRED. Explicit mentions of elasticsearch, embedding, faiss in work history align with JD requirements. Skill profile highlights QLoRA, Kubeflow, YOLO, Elasticsearch at advanced or expert level. Platform assessment score for YOLO: 89/100. Gurgaon, Haryana location matches target cities. No active open-to-work signal on profile. Notice period of 60 days exceeds the 30-day buyout threshold."
CAND_0094759,90,0.05595,"Lead AI Engineer at Meta with 8.6 years of experience. Production evidence for a/b test, dense retrieval, embedding found in career narrative. Advanced-proficiency skills include Prompt Engineering, scikit-learn, Hugging Face Transformers, Learning to Rank. Skill assessment on record — Prompt Engineering: 81. Based in Mumbai, Maharashtra, consistent with role geography. Not currently flagged as open to work. Notice period: 30 days, manageable. Activity gap of ~5 months; outreach may be slow."
CAND_0042029,91,0.055174,"Currently Senior Data Scientist at Flipkart (6.5 yrs exp). Career descriptions reference a/b test, embedding, pinecone — direct signal for this role. Declared advanced skills: YOLO, PyTorch, NLP, RAG. Verified assessment: YOLO scored 83/100 on platform. Located in Delhi, Delhi — within preferred geography. Open-to-work flag is not set. Long notice period (45d) may be a logistical blocker. No strong disqualifiers identified; recommend recruiter screen to verify depth."
CAND_0055960,92,0.053946,"4.9-year career, most recently as AI Specialist at Dream11. Explicit mentions of ranking, recommendation in work history align with JD requirements. Skill profile highlights Reinforcement Learning, BentoML, Machine Learning, PyTorch at advanced or expert level. Platform assessment score for BentoML: 87/100. San Francisco, USA location is outside target geography. Open-to-work flag is set. Notice period of 90 days exceeds the 30-day buyout threshold."
CAND_0081852,93,0.053905,"Senior Data Scientist at Mad Street Den with 5.9 years of experience. Production evidence for embedding, pinecone found in career narrative. Advanced-proficiency skills include Semantic Search, TTS, Milvus, BentoML. Based in Delhi, Delhi, consistent with role geography. Profile marked open-to-work. 45-day notice is above the preferred ceiling. No strong disqualifiers identified; recommend recruiter screen to verify depth."
CAND_0032807,94,0.053443,"Currently Machine Learning Engineer at CRED (4.2 yrs exp). Career descriptions reference embedding, pinecone — direct signal for this role. Declared advanced skills: OpenSearch, OpenCV, scikit-learn, Python. Verified assessment: OpenSearch scored 89/100 on platform. Located in Trivandrum, Kerala — outside preferred India cities; relocation unclear. Candidate has active open-to-work signal. Long notice period (90d) may be a logistical blocker. Last active 3 months ago — engagement risk."
CAND_0024466,95,0.051878,"5.2-year career, most recently as Search Engineer at PharmEasy. Explicit mentions of a/b test, embedding, ranking in work history align with JD requirements. Skill profile highlights Recommendation Systems, pgvector, Reinforcement Learning, BM25 at advanced or expert level. Platform assessment score for Reinforcement Learning: 89/100. Toronto, Canada location is outside target geography. Open-to-work flag is set. Notice period of 120 days exceeds the 30-day buyout threshold."
CAND_0006557,96,0.051811,"NLP Engineer at Paytm with 7.9 years of experience. Production evidence for a/b test, embedding, ranking found in career narrative. Advanced-proficiency skills include Kubeflow, Data Science, Elasticsearch, OpenSearch. Skill assessment on record — Elasticsearch: 76. Based in Jaipur, Rajasthan, which is outside the preferred hiring zone. Profile marked open-to-work. 120-day notice is above the preferred ceiling. No strong disqualifiers identified; recommend recruiter screen to verify depth."
CAND_0057701,97,0.051448,"Currently Recommendation Systems Engineer at Verloop.io (4.1 yrs exp). Career descriptions reference a/b test, ranking — direct signal for this role. Declared advanced skills: Deep Learning, Prompt Engineering, OpenSearch, Qdrant. Verified assessment: Prompt Engineering scored 89/100 on platform. Located in Chandigarh, Chandigarh — within preferred geography. Candidate has active open-to-work signal. Long notice period (120d) may be a logistical blocker."
CAND_0014063,98,0.051398,"5.4-year career, most recently as AI Specialist at Sarvam AI. Explicit mentions of ranking, recommendation in work history align with JD requirements. Skill profile highlights Weights & Biases, Diffusion Models, FAISS, Learning to Rank at advanced or expert level. Vizag, Andhra Pradesh location is outside target geography. Open-to-work flag is set. Notice period of 45 days exceeds the 30-day buyout threshold. No strong disqualifiers identified; recommend recruiter screen to verify depth."
CAND_0093547,99,0.047964,"Senior Machine Learning Engineer at PhonePe with 2.9 years of experience. Production evidence for a/b test, embedding, pinecone found in career narrative. Advanced-proficiency skills include LLMs, RAG, Python, QLoRA. Skill assessment on record — RAG: 97. Based in Coimbatore, Tamil Nadu, which is outside the preferred hiring zone. Not currently flagged as open to work. 60-day notice is above the preferred ceiling. No strong disqualifiers identified; recommend recruiter screen to verify depth."
CAND_0056881,100,0.047079,"Currently Machine Learning Engineer at Zomato (4.5 yrs exp). Career descriptions reference a/b test, ranking — direct signal for this role. Declared advanced skills: Elasticsearch, Hugging Face Transformers, BentoML, Information Retrieval. Verified assessment: Elasticsearch scored 91/100 on platform. Located in Trivandrum, Kerala — outside preferred India cities; relocation unclear. Open-to-work flag is not set. Long notice period (90d) may be a logistical blocker."
